 v-sweep         v(Y)            v(S)            v(A)            v(B)           
 8.10000000e-01  4.50000002e-01  0.00000000e+00  8.10000000e-01  4.50000000e-01 
 8.20000000e-01  4.50000002e-01  0.00000000e+00  8.20000000e-01  4.50000000e-01 
 8.30000000e-01  4.50000002e-01  0.00000000e+00  8.30000000e-01  4.50000000e-01 
 8.40000000e-01  4.50000002e-01  0.00000000e+00  8.40000000e-01  4.50000000e-01 
 8.50000000e-01  4.50000002e-01  0.00000000e+00  8.50000000e-01  4.50000000e-01 
 8.60000000e-01  4.50000002e-01  0.00000000e+00  8.60000000e-01  4.50000000e-01 
 8.70000000e-01  4.50000002e-01  0.00000000e+00  8.70000000e-01  4.50000000e-01 
 8.80000000e-01  4.50000002e-01  0.00000000e+00  8.80000000e-01  4.50000000e-01 
 8.90000000e-01  4.50000002e-01  0.00000000e+00  8.90000000e-01  4.50000000e-01 
 9.00000000e-01  4.50000002e-01  0.00000000e+00  9.00000000e-01  4.50000000e-01 
 9.10000000e-01  4.50000002e-01  0.00000000e+00  9.10000000e-01  4.50000000e-01 
 9.20000000e-01  4.50000002e-01  0.00000000e+00  9.20000000e-01  4.50000000e-01 
 9.30000000e-01  4.50000002e-01  0.00000000e+00  9.30000000e-01  4.50000000e-01 
 9.40000000e-01  4.50000002e-01  0.00000000e+00  9.40000000e-01  4.50000000e-01 
 9.50000000e-01  4.50000002e-01  0.00000000e+00  9.50000000e-01  4.50000000e-01 
 9.60000000e-01  4.50000002e-01  0.00000000e+00  9.60000000e-01  4.50000000e-01 
 9.70000000e-01  4.50000002e-01  0.00000000e+00  9.70000000e-01  4.50000000e-01 
 9.80000000e-01  4.50000002e-01  0.00000000e+00  9.80000000e-01  4.50000000e-01 
 9.90000000e-01  4.50000002e-01  0.00000000e+00  9.90000000e-01  4.50000000e-01 
 1.00000000e+00  4.50000002e-01  0.00000000e+00  1.00000000e+00  4.50000000e-01 
 1.01000000e+00  4.50000002e-01  0.00000000e+00  1.01000000e+00  4.50000000e-01 
 1.02000000e+00  4.50000002e-01  0.00000000e+00  1.02000000e+00  4.50000000e-01 
 1.03000000e+00  4.50000002e-01  0.00000000e+00  1.03000000e+00  4.50000000e-01 
 1.04000000e+00  4.50000002e-01  0.00000000e+00  1.04000000e+00  4.50000000e-01 
 1.05000000e+00  4.50000002e-01  0.00000000e+00  1.05000000e+00  4.50000000e-01 
 1.06000000e+00  4.50000002e-01  0.00000000e+00  1.06000000e+00  4.50000000e-01 
 1.07000000e+00  4.50000002e-01  0.00000000e+00  1.07000000e+00  4.50000000e-01 
 1.08000000e+00  4.50000002e-01  0.00000000e+00  1.08000000e+00  4.50000000e-01 
 1.09000000e+00  4.50000002e-01  0.00000000e+00  1.09000000e+00  4.50000000e-01 
 1.10000000e+00  4.50000002e-01  0.00000000e+00  1.10000000e+00  4.50000000e-01 
